what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1329729387448
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1329729387449
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329729387449
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1329729387450
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329729387450
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1329729387450
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1329729387451
os,sysinfo,,,"win32",1329729387455
arch,sysinfo,,,"x86",1329729387455
ws,sysinfo,,,"win32",1329729387455
locale,sysinfo,,,"ru_RU",1329729387455
processors,sysinfo,,,"2",1329729387455
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329729387455
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1329729387455
java.specification.name,sysinfo,,,"Java Platform API Specification",1329729387455
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329729387455
java.specification.version,sysinfo,,,"1.6",1329729387455
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329729387455
java.version,sysinfo,,,"1.6.0_22",1329729387455
java.vm.info,sysinfo,,,"mixed mode",1329729387455
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1329729387455
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329729387455
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329729387455
java.vm.specification.version,sysinfo,,,"1.0",1329729387455
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329729387455
java.vm.version,sysinfo,,,"17.1-b03",1329729387455
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1329729388780
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1329729388784
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1329729393842
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1329729393844
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1329729393857
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1329729393858
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1329729393900
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1329729393902
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1329729393919
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1329729393924
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1329729394032
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329729395669
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1329729400971
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1329729401357
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1329729401413
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329729401712
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1329729401727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1329729401727
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329729403451
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329729408785
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1329729412714
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1329729413714
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1329729414495
